Record_Date,Company_Name,Job_Role,Experience_Level,City,Salary_INR,Demand_Index,Remote_Option_Flag,Salary_Trend_Pct,Skills_Required
2015-12-19,Jio Platforms,Product Manager,5-8 years,Ahmedabad,1158739,30,0,2.85,"Communication, Problem Solving, Team Work"
2015-12-19,IBM India,Software Engineer,5-8 years,Delhi,671849,88,1,11.48,"Java, Python, Data Structures, OOPs"
2015-12-20,State Bank of India,Data Analyst,3-5 years,Noida,343573,23,0,-1.11,"SQL, Excel, Power BI, Python"
2015-12-20,Jio Platforms,Product Manager,8-12 years,Noida,2989732,20,1,4.92,"Communication, Problem Solving, Team Work"
2015-12-20,Accenture India,Data Analyst,3-5 years,Ahmedabad,433004,79,1,-2.57,"SQL, Excel, Power BI, Python"
2015-12-20,State Bank of India,Frontend Developer,5-8 years,Ahmedabad,638810,18,1,6.74,"HTML, CSS, JavaScript, UI/UX"
2015-12-20,BYJU'S,Digital Marketing Specialist,0-1 years,Chennai,313549,35,0,1.32,"Communication, Problem Solving, Team Work"
2015-12-20,Jio Platforms,Backend Developer,8-12 years,Pune,1171050,95,1,-3.54,"Python, Java, SQL, APIs"
2015-12-20,Hindustan Unilever,Data Scientist,5-8 years,Noida,2227140,63,1,10.53,"Python, Machine Learning, Pandas, NumPy"
2015-12-20,Flipkart,HR Manager,12+ years,Ahmedabad,864292,51,1,6.51,"Communication, Problem Solving, Team Work"
2015-12-21,Aditya Birla Group,Data Scientist,5-8 years,Bangalore,835999,86,0,10.04,"Python, Machine Learning, Pandas, NumPy"
2015-12-21,Kotak Mahindra Bank,Machine Learning Engineer,0-1 years,Delhi,1696617,88,1,-2.16,"Communication, Problem Solving, Team Work"
2015-12-21,HCL Technologies,UI/UX Designer,3-5 years,Ahmedabad,458043,82,1,2.2,"Communication, Problem Solving, Team Work"
2015-12-21,Aditya Birla Group,HR Manager,1-3 years,Pune,1614486,28,0,0.24,"Communication, Problem Solving, Team Work"
2015-12-21,Swiggy,Machine Learning Engineer,0-1 years,Ahmedabad,2852437,17,0,-3.22,"Communication, Problem Solving, Team Work"
2015-12-21,Paytm,HR Manager,0-1 years,Delhi,1205506,29,0,7.86,"Communication, Problem Solving, Team Work"
2015-12-21,Zomato,HR Manager,12+ years,Hyderabad,1473281,82,0,2.69,"Communication, Problem Solving, Team Work"
2015-12-21,PhonePe,Machine Learning Engineer,3-5 years,Chennai,1819368,83,0,-3.81,"Communication, Problem Solving, Team Work"
2015-12-21,Capgemini India,Frontend Developer,12+ years,Bangalore,637873,61,1,2.07,"HTML, CSS, JavaScript, UI/UX"
2015-12-21,Adani Enterprises,Operations Manager,8-12 years,Noida,1098637,25,1,3.62,"Communication, Problem Solving, Team Work"
2015-12-21,Adani Enterprises,Finance Analyst,12+ years,Kolkata,945682,40,1,7.33,"Communication, Problem Solving, Team Work"
2015-12-21,Mahindra & Mahindra,Frontend Developer,3-5 years,Delhi,436741,35,0,4.77,"HTML, CSS, JavaScript, UI/UX"
2015-12-21,Tata Motors,Frontend Developer,1-3 years,Ahmedabad,1102457,85,1,-3.18,"HTML, CSS, JavaScript, UI/UX"
2015-12-21,Axis Bank,Software Engineer,0-1 years,Delhi,678295,46,0,-2.06,"Java, Python, Data Structures, OOPs"
2015-12-21,Infosys,Data Scientist,5-8 years,Bangalore,2057311,49,1,9.97,"Python, Machine Learning, Pandas, NumPy"
2015-12-21,Axis Bank,Software Engineer,8-12 years,Pune,541394,11,1,-4.56,"Java, Python, Data Structures, OOPs"
2015-12-22,Hindustan Unilever,Software Engineer,1-3 years,Ahmedabad,715099,62,0,8.61,"Java, Python, Data Structures, OOPs"
2015-12-22,Zomato,Software Engineer,3-5 years,Noida,1368445,52,1,4.37,"Java, Python, Data Structures, OOPs"
2015-12-22,Jio Platforms,Business Analyst,3-5 years,Kolkata,902755,38,0,7.21,"Excel, SQL, Power BI, Business Intelligence"
2015-12-22,Swiggy,HR Manager,3-5 years,Ahmedabad,622822,65,0,-1.72,"Communication, Problem Solving, Team Work"
2015-12-22,Tata Motors,Frontend Developer,3-5 years,Gurugram,678518,50,0,-2.61,"HTML, CSS, JavaScript, UI/UX"
2015-12-22,PhonePe,Machine Learning Engineer,12+ years,Chennai,2573956,59,0,2.99,"Communication, Problem Solving, Team Work"
2015-12-23,State Bank of India,Backend Developer,5-8 years,Pune,1728728,56,0,-2.07,"Python, Java, SQL, APIs"
2015-12-23,Aditya Birla Group,Operations Manager,8-12 years,Noida,1042293,59,0,2.03,"Communication, Problem Solving, Team Work"
2015-12-23,Capgemini India,Finance Analyst,1-3 years,Pune,918139,66,1,0.33,"Communication, Problem Solving, Team Work"
2015-12-23,Larsen & Toubro,Machine Learning Engineer,5-8 years,Pune,1617771,56,0,7.24,"Communication, Problem Solving, Team Work"
2015-12-23,Amazon India,Digital Marketing Specialist,3-5 years,Mumbai,832786,56,0,-3.22,"Communication, Problem Solving, Team Work"
2015-12-23,Indian Oil Corporation,Backend Developer,1-3 years,Mumbai,440029,60,0,7.48,"Python, Java, SQL, APIs"
2015-12-23,Axis Bank,Data Analyst,8-12 years,Hyderabad,1003146,40,0,-3.18,"SQL, Excel, Power BI, Python"
2015-12-23,Infosys,Business Analyst,8-12 years,Hyderabad,1151205,70,1,4.54,"Excel, SQL, Power BI, Business Intelligence"
2015-12-23,Jio Platforms,DevOps Engineer,1-3 years,Noida,2087253,84,1,5.95,"Linux, Docker, Kubernetes, AWS"
2015-12-23,HCL Technologies,Finance Analyst,1-3 years,Gurugram,403625,68,0,6.49,"Communication, Problem Solving, Team Work"
2015-12-23,Infosys,Data Scientist,1-3 years,Mumbai,1773677,82,0,3.71,"Python, Machine Learning, Pandas, NumPy"
2015-12-23,BYJU'S,Data Scientist,3-5 years,Delhi,1556274,55,0,4.19,"Python, Machine Learning, Pandas, NumPy"
2015-12-24,HCL Technologies,Software Engineer,3-5 years,Mumbai,563857,79,0,5.49,"Java, Python, Data Structures, OOPs"
2015-12-24,Zomato,Cybersecurity Analyst,8-12 years,Pune,781044,49,0,2.72,"Communication, Problem Solving, Team Work"
2015-12-24,IBM India,Digital Marketing Specialist,1-3 years,Delhi,737427,15,0,11.02,"Communication, Problem Solving, Team Work"
2015-12-24,Aditya Birla Group,Product Manager,5-8 years,Mumbai,3996127,41,0,-3.64,"Communication, Problem Solving, Team Work"
2015-12-24,HCL Technologies,Data Analyst,1-3 years,Delhi,1094993,51,0,-3.13,"SQL, Excel, Power BI, Python"
2015-12-24,HDFC Bank,Data Scientist,1-3 years,Delhi,2160470,96,0,0.93,"Python, Machine Learning, Pandas, NumPy"
2015-12-24,Kotak Mahindra Bank,Data Analyst,0-1 years,Pune,611212,10,0,4.58,"SQL, Excel, Power BI, Python"
2015-12-24,Flipkart,Frontend Developer,12+ years,Hyderabad,470746,71,0,-4.3,"HTML, CSS, JavaScript, UI/UX"
2015-12-24,Swiggy,DevOps Engineer,8-12 years,Pune,1386036,27,0,10.91,"Linux, Docker, Kubernetes, AWS"
2015-12-24,Larsen & Toubro,Data Scientist,5-8 years,Chennai,1026686,87,1,-0.31,"Python, Machine Learning, Pandas, NumPy"
2015-12-24,Indian Oil Corporation,Machine Learning Engineer,12+ years,Kolkata,725016,62,1,0.49,"Communication, Problem Solving, Team Work"
2015-12-25,Tech Mahindra,UI/UX Designer,12+ years,Noida,957077,52,0,7.93,"Communication, Problem Solving, Team Work"
2015-12-25,Axis Bank,HR Manager,5-8 years,Kolkata,1652718,35,0,-0.11,"Communication, Problem Solving, Team Work"
2015-12-25,PhonePe,UI/UX Designer,3-5 years,Mumbai,646635,64,1,11.72,"Communication, Problem Solving, Team Work"
2015-12-25,Tata Consultancy Services,Machine Learning Engineer,8-12 years,Bangalore,2218318,49,1,-1.23,"Communication, Problem Solving, Team Work"
2015-12-25,Larsen & Toubro,Cybersecurity Analyst,1-3 years,Pune,758704,47,0,9.32,"Communication, Problem Solving, Team Work"
2015-12-25,Deloitte India,UI/UX Designer,12+ years,Hyderabad,364344,33,1,3.39,"Communication, Problem Solving, Team Work"
2015-12-25,Bharat Petroleum,Frontend Developer,12+ years,Bangalore,1002397,17,0,-0.39,"HTML, CSS, JavaScript, UI/UX"
2015-12-25,Adani Enterprises,Business Analyst,12+ years,Ahmedabad,1476918,75,1,-4.69,"Excel, SQL, Power BI, Business Intelligence"
2015-12-25,Kotak Mahindra Bank,Cloud Architect,5-8 years,Kolkata,1201788,44,1,11.71,"Communication, Problem Solving, Team Work"
2015-12-25,Axis Bank,Product Manager,12+ years,Mumbai,2106349,20,0,-2.75,"Communication, Problem Solving, Team Work"
2015-12-25,ICICI Bank,DevOps Engineer,12+ years,Kolkata,1269590,66,1,5.76,"Linux, Docker, Kubernetes, AWS"
2015-12-25,IBM India,Data Analyst,3-5 years,Pune,1099663,51,1,0.22,"SQL, Excel, Power BI, Python"
2015-12-26,Aditya Birla Group,Business Analyst,8-12 years,Delhi,1297287,13,1,-0.78,"Excel, SQL, Power BI, Business Intelligence"
2015-12-26,Larsen & Toubro,DevOps Engineer,5-8 years,Ahmedabad,953610,36,0,5.6,"Linux, Docker, Kubernetes, AWS"
2015-12-26,Kotak Mahindra Bank,Business Analyst,5-8 years,Ahmedabad,1135351,67,1,0.91,"Excel, SQL, Power BI, Business Intelligence"
2015-12-26,Infosys,Data Scientist,3-5 years,Mumbai,1667620,98,0,7.28,"Python, Machine Learning, Pandas, NumPy"
2015-12-26,PhonePe,Software Engineer,5-8 years,Mumbai,726142,90,1,1.48,"Java, Python, Data Structures, OOPs"
2015-12-26,Hindustan Unilever,Cloud Architect,3-5 years,Ahmedabad,2979472,12,0,1.04,"Communication, Problem Solving, Team Work"
2015-12-26,HDFC Bank,Finance Analyst,1-3 years,Hyderabad,601309,53,1,-0.57,"Communication, Problem Solving, Team Work"
2015-12-26,Bharat Petroleum,Finance Analyst,3-5 years,Gurugram,519024,92,1,-0.13,"Communication, Problem Solving, Team Work"
2015-12-26,Maruti Suzuki,UI/UX Designer,8-12 years,Gurugram,488179,97,0,10.74,"Communication, Problem Solving, Team Work"
2015-12-26,Tata Consultancy Services,Digital Marketing Specialist,1-3 years,Delhi,863234,80,1,-4.9,"Communication, Problem Solving, Team Work"
2015-12-26,Reliance Industries,Software Engineer,3-5 years,Chennai,1483064,17,0,5.09,"Java, Python, Data Structures, OOPs"
2015-12-26,IBM India,Product Manager,0-1 years,Bangalore,2202951,97,1,7.56,"Communication, Problem Solving, Team Work"
2015-12-26,HDFC Bank,Business Analyst,3-5 years,Gurugram,649920,47,0,2.93,"Excel, SQL, Power BI, Business Intelligence"
2015-12-26,Accenture India,Cloud Architect,12+ years,Bangalore,1314225,90,0,9.11,"Communication, Problem Solving, Team Work"
2015-12-27,Swiggy,Cybersecurity Analyst,3-5 years,Hyderabad,1466066,14,1,9.85,"Communication, Problem Solving, Team Work"
2015-12-27,HDFC Bank,Product Manager,1-3 years,Hyderabad,2879702,29,0,6.31,"Communication, Problem Solving, Team Work"
2015-12-27,Kotak Mahindra Bank,Software Engineer,1-3 years,Noida,1303074,40,0,5.05,"Java, Python, Data Structures, OOPs"
2015-12-27,Maruti Suzuki,UI/UX Designer,8-12 years,Delhi,1108713,41,0,10.12,"Communication, Problem Solving, Team Work"
2015-12-27,BYJU'S,Product Manager,3-5 years,Chennai,1679748,90,1,2.07,"Communication, Problem Solving, Team Work"
2015-12-27,Tata Motors,UI/UX Designer,12+ years,Pune,763895,71,0,-1.85,"Communication, Problem Solving, Team Work"
2015-12-27,Indian Oil Corporation,HR Manager,0-1 years,Noida,1306768,91,1,-0.19,"Communication, Problem Solving, Team Work"
2015-12-27,Paytm,Software Engineer,0-1 years,Kolkata,1043870,11,0,7.91,"Java, Python, Data Structures, OOPs"
2015-12-27,Tata Consultancy Services,Software Engineer,3-5 years,Bangalore,924498,42,0,-4.98,"Java, Python, Data Structures, OOPs"
2015-12-27,Accenture India,Software Engineer,3-5 years,Pune,576223,45,1,-2.44,"Java, Python, Data Structures, OOPs"
2015-12-27,Zomato,Backend Developer,8-12 years,Bangalore,694446,67,1,7.08,"Python, Java, SQL, APIs"
2015-12-28,Maruti Suzuki,Machine Learning Engineer,0-1 years,Kolkata,2074713,31,1,-4.57,"Communication, Problem Solving, Team Work"
2015-12-28,Reliance Industries,Data Scientist,0-1 years,Gurugram,2222813,66,0,10.82,"Python, Machine Learning, Pandas, NumPy"
2015-12-28,Deloitte India,Data Scientist,8-12 years,Bangalore,1054970,15,1,-3.07,"Python, Machine Learning, Pandas, NumPy"
2015-12-28,Flipkart,Finance Analyst,8-12 years,Hyderabad,845736,23,1,-3.1,"Communication, Problem Solving, Team Work"
2015-12-28,IBM India,Data Scientist,5-8 years,Ahmedabad,842137,20,1,2.99,"Python, Machine Learning, Pandas, NumPy"
2015-12-28,State Bank of India,DevOps Engineer,3-5 years,Mumbai,2149725,92,0,-3.84,"Linux, Docker, Kubernetes, AWS"
2015-12-28,PhonePe,Operations Manager,5-8 years,Pune,799035,90,0,3.4,"Communication, Problem Solving, Team Work"
2015-12-28,Larsen & Toubro,Cybersecurity Analyst,12+ years,Delhi,1555683,31,1,4.22,"Communication, Problem Solving, Team Work"
2015-12-28,Hindustan Unilever,Cybersecurity Analyst,12+ years,Hyderabad,1479024,87,1,0.19,"Communication, Problem Solving, Team Work"
2015-12-29,Deloitte India,Software Engineer,12+ years,Gurugram,576471,20,0,10.82,"Java, Python, Data Structures, OOPs"
2015-12-29,Bharat Petroleum,Operations Manager,3-5 years,Gurugram,1457467,91,1,-4.83,"Communication, Problem Solving, Team Work"
2015-12-29,ICICI Bank,HR Manager,5-8 years,Bangalore,1177043,21,0,-4.1,"Communication, Problem Solving, Team Work"
2015-12-29,Deloitte India,Backend Developer,0-1 years,Kolkata,731215,91,1,-0.52,"Python, Java, SQL, APIs"
2015-12-29,PhonePe,Data Scientist,5-8 years,Mumbai,1193683,19,0,-1.34,"Python, Machine Learning, Pandas, NumPy"
2015-12-29,Maruti Suzuki,Frontend Developer,8-12 years,Mumbai,606780,15,1,0.67,"HTML, CSS, JavaScript, UI/UX"
2015-12-29,Capgemini India,Digital Marketing Specialist,0-1 years,Gurugram,934274,69,1,1.69,"Communication, Problem Solving, Team Work"
2015-12-29,Kotak Mahindra Bank,UI/UX Designer,0-1 years,Ahmedabad,1051600,91,0,5.92,"Communication, Problem Solving, Team Work"
2015-12-29,Paytm,UI/UX Designer,12+ years,Hyderabad,780401,22,0,7.31,"Communication, Problem Solving, Team Work"
2015-12-29,Axis Bank,Backend Developer,0-1 years,Kolkata,877462,81,0,3.3,"Python, Java, SQL, APIs"
2015-12-30,Hindustan Unilever,Frontend Developer,1-3 years,Ahmedabad,1040839,56,0,8.65,"HTML, CSS, JavaScript, UI/UX"
2015-12-30,Accenture India,Digital Marketing Specialist,0-1 years,Mumbai,579603,70,0,-3.99,"Communication, Problem Solving, Team Work"
2015-12-30,Hindustan Unilever,Digital Marketing Specialist,1-3 years,Gurugram,1032940,37,0,-3.18,"Communication, Problem Solving, Team Work"
2015-12-30,Flipkart,HR Manager,0-1 years,Bangalore,827106,54,0,8.18,"Communication, Problem Solving, Team Work"
2015-12-30,Maruti Suzuki,Backend Developer,1-3 years,Delhi,1775353,78,0,7.01,"Python, Java, SQL, APIs"
2015-12-30,Axis Bank,Finance Analyst,1-3 years,Pune,1026117,31,1,5.2,"Communication, Problem Solving, Team Work"
2015-12-30,State Bank of India,Digital Marketing Specialist,0-1 years,Hyderabad,361100,51,0,-3.83,"Communication, Problem Solving, Team Work"
2015-12-30,Swiggy,UI/UX Designer,1-3 years,Gurugram,380805,23,0,-2.9,"Communication, Problem Solving, Team Work"
2015-12-30,Indian Oil Corporation,Finance Analyst,5-8 years,Ahmedabad,593717,55,1,6.83,"Communication, Problem Solving, Team Work"
2015-12-31,Swiggy,UI/UX Designer,5-8 years,Noida,1181041,97,1,-4.91,"Communication, Problem Solving, Team Work"
2015-12-31,Wipro,Product Manager,0-1 years,Ahmedabad,1059460,10,1,-1.59,"Communication, Problem Solving, Team Work"
2015-12-31,Tata Consultancy Services,UI/UX Designer,1-3 years,Mumbai,302964,20,1,10.68,"Communication, Problem Solving, Team Work"
2015-12-31,IBM India,Backend Developer,1-3 years,Mumbai,544996,78,0,-3.81,"Python, Java, SQL, APIs"
2015-12-31,Swiggy,Frontend Developer,12+ years,Delhi,891747,12,0,9.38,"HTML, CSS, JavaScript, UI/UX"
2015-12-31,Axis Bank,Product Manager,5-8 years,Mumbai,2707981,54,0,9.29,"Communication, Problem Solving, Team Work"
2015-12-31,State Bank of India,Machine Learning Engineer,1-3 years,Bangalore,2754024,34,1,3.18,"Communication, Problem Solving, Team Work"
2016-01-01,Paytm,UI/UX Designer,1-3 years,Bangalore,582748,74,0,3.18,"Communication, Problem Solving, Team Work"
2016-01-01,Paytm,Frontend Developer,12+ years,Gurugram,833806,66,1,-1.93,"HTML, CSS, JavaScript, UI/UX"
2016-01-01,Infosys,HR Manager,12+ years,Noida,1532508,50,0,10.04,"Communication, Problem Solving, Team Work"
2016-01-01,Indian Oil Corporation,Data Scientist,12+ years,Ahmedabad,1886333,52,0,5.21,"Python, Machine Learning, Pandas, NumPy"
2016-01-01,IBM India,Frontend Developer,5-8 years,Delhi,1047021,55,1,11.59,"HTML, CSS, JavaScript, UI/UX"
2016-01-01,Tata Consultancy Services,Product Manager,1-3 years,Hyderabad,1922687,87,1,-2.58,"Communication, Problem Solving, Team Work"
2016-01-01,Hindustan Unilever,Business Analyst,3-5 years,Ahmedabad,444370,50,0,-1.88,"Excel, SQL, Power BI, Business Intelligence"
2016-01-01,State Bank of India,Software Engineer,8-12 years,Mumbai,1305399,74,0,4.02,"Java, Python, Data Structures, OOPs"
2016-01-02,Reliance Industries,Digital Marketing Specialist,3-5 years,Kolkata,1055092,17,1,9.62,"Communication, Problem Solving, Team Work"
2016-01-02,Zomato,Frontend Developer,8-12 years,Ahmedabad,442148,14,0,8.43,"HTML, CSS, JavaScript, UI/UX"
2016-01-02,Larsen & Toubro,Product Manager,0-1 years,Noida,1678526,44,0,7.72,"Communication, Problem Solving, Team Work"
2016-01-02,HDFC Bank,Frontend Developer,1-3 years,Noida,679425,99,1,7.28,"HTML, CSS, JavaScript, UI/UX"
2016-01-02,Adani Enterprises,Data Analyst,8-12 years,Noida,962838,32,1,2.82,"SQL, Excel, Power BI, Python"
2016-01-03,Flipkart,Product Manager,3-5 years,Kolkata,2674362,21,0,-0.58,"Communication, Problem Solving, Team Work"
2016-01-03,Indian Oil Corporation,Data Analyst,8-12 years,Noida,677296,87,1,1.69,"SQL, Excel, Power BI, Python"
2016-01-03,IBM India,UI/UX Designer,5-8 years,Gurugram,901779,20,1,9.33,"Communication, Problem Solving, Team Work"
2016-01-03,Maruti Suzuki,DevOps Engineer,1-3 years,Pune,1573912,82,1,2.93,"Linux, Docker, Kubernetes, AWS"
2016-01-03,Tech Mahindra,Data Analyst,0-1 years,Noida,747333,73,1,4.29,"SQL, Excel, Power BI, Python"
2016-01-04,Hindustan Unilever,Product Manager,8-12 years,Kolkata,1093013,29,0,1.1,"Communication, Problem Solving, Team Work"
2016-01-04,HDFC Bank,Frontend Developer,0-1 years,Ahmedabad,951196,66,1,7.91,"HTML, CSS, JavaScript, UI/UX"
2016-01-04,Maruti Suzuki,Operations Manager,5-8 years,Noida,603687,25,0,11.09,"Communication, Problem Solving, Team Work"
2016-01-04,Kotak Mahindra Bank,Digital Marketing Specialist,12+ years,Pune,707977,69,1,3.3,"Communication, Problem Solving, Team Work"
2016-01-04,PhonePe,Cloud Architect,12+ years,Bangalore,4228325,80,1,2.42,"Communication, Problem Solving, Team Work"
2016-01-04,Capgemini India,Machine Learning Engineer,12+ years,Kolkata,2044838,40,1,-2.38,"Communication, Problem Solving, Team Work"
2016-01-05,HDFC Bank,Finance Analyst,5-8 years,Kolkata,1199924,15,1,11.77,"Communication, Problem Solving, Team Work"
2016-01-05,Infosys,Data Scientist,8-12 years,Hyderabad,2118411,54,1,2.06,"Python, Machine Learning, Pandas, NumPy"
2016-01-05,Infosys,Software Engineer,0-1 years,Chennai,650143,26,1,7.33,"Java, Python, Data Structures, OOPs"
2016-01-05,State Bank of India,UI/UX Designer,5-8 years,Pune,657734,85,1,3.37,"Communication, Problem Solving, Team Work"
2016-01-06,Axis Bank,UI/UX Designer,5-8 years,Bangalore,752587,84,1,-3.86,"Communication, Problem Solving, Team Work"
2016-01-06,Wipro,Cybersecurity Analyst,3-5 years,Mumbai,1169463,65,0,4.01,"Communication, Problem Solving, Team Work"
2016-01-06,Accenture India,Data Analyst,12+ years,Hyderabad,597606,33,0,3.62,"SQL, Excel, Power BI, Python"
2016-01-06,Infosys,Frontend Developer,1-3 years,Noida,1088720,30,0,-1.84,"HTML, CSS, JavaScript, UI/UX"
2016-01-06,Kotak Mahindra Bank,Frontend Developer,3-5 years,Bangalore,741417,86,1,2.31,"HTML, CSS, JavaScript, UI/UX"
2016-01-06,Paytm,Digital Marketing Specialist,12+ years,Chennai,978174,38,1,11.91,"Communication, Problem Solving, Team Work"
2016-01-06,Bharat Petroleum,DevOps Engineer,3-5 years,Mumbai,1565572,21,1,-4.04,"Linux, Docker, Kubernetes, AWS"
2016-01-06,Wipro,Digital Marketing Specialist,12+ years,Ahmedabad,884182,91,1,-2.52,"Communication, Problem Solving, Team Work"
2016-01-07,Wipro,Finance Analyst,8-12 years,Noida,1086303,42,1,5.09,"Communication, Problem Solving, Team Work"
